"GeneID","ensembl_clean","Module","MM","GS_Tumor","gene_name","gene_type"
"ENSG00000213214.5","ENSG00000213214","darkred",-0.131126280181424,-0.117587706507281,"ARHGEF35","protein_coding"
"ENSG00000230606.11","ENSG00000230606","darkred",-0.0351437643264706,0.0706822606569445,"AC092683.1","lncRNA"
"ENSG00000169704.5","ENSG00000169704","cyan",-0.272871040914871,-0.267240060079131,"GP9","protein_coding"
"ENSG00000211891.6","ENSG00000211891","purple",-0.227857756817287,-0.2738388866941,"IGHE","IG_C_gene"
"ENSG00000169302.16","ENSG00000169302","turquoise",-0.220577196480938,-0.246638577828603,"STK32A","protein_coding"
"ENSG00000236871.7","ENSG00000236871","brown",0.219505649079046,0.188933806349506,"LINC00106","lncRNA"
"ENSG00000203645.2","ENSG00000203645","salmon",-0.222179601227908,-0.22146647295508,"LINC00501","lncRNA"
"ENSG00000176383.9","ENSG00000176383","lightcyan",0.101450550342691,0.206795214285155,"B3GNT4","protein_coding"
"ENSG00000267709.1","ENSG00000267709","darkturquoise",-0.0438685262230971,-0.0902914517388694,"AC024592.2","lncRNA"
"ENSG00000128594.8","ENSG00000128594","turquoise",-0.241840498738767,-0.162738048086714,"LRRC4","protein_coding"
"ENSG00000149571.12","ENSG00000149571","turquoise",-0.348886285831077,-0.391853031363847,"KIRREL3","protein_coding"
"ENSG00000075826.17","ENSG00000075826","brown",0.0374277679378957,0.0694433138843327,"SEC31B","protein_coding"
"ENSG00000075884.14","ENSG00000075884","blue",-0.556966824023389,-0.384118880090004,"ARHGAP15","protein_coding"
"ENSG00000187987.9","ENSG00000187987","turquoise",-0.359791916450698,-0.236233112322735,"ZSCAN23","protein_coding"
"ENSG00000103034.14","ENSG00000103034","turquoise",-0.245781279221237,-0.347241111397232,"NDRG4","protein_coding"
"ENSG00000182916.8","ENSG00000182916","turquoise",-0.48241633144252,-0.44960090116863,"TCEAL7","protein_coding"
"ENSG00000167780.12","ENSG00000167780","grey",0.0771166702185307,-0.00851570359149225,"SOAT2","protein_coding"
"ENSG00000205221.12","ENSG00000205221","cyan",-0.535924623265372,-0.548373792594577,"VIT","protein_coding"
"ENSG00000234753.5","ENSG00000234753","yellow",0.466272115467852,0.452695739006481,"FOXP4-AS1","lncRNA"
"ENSG00000164949.8","ENSG00000164949","turquoise",-0.137427340933971,-0.0951755901715987,"GEM","protein_coding"
"ENSG00000166341.8","ENSG00000166341","black",-0.0584182763418458,-0.127131310874273,"DCHS1","protein_coding"
"ENSG00000109576.14","ENSG00000109576","grey",0.156893560938453,0.252650316112836,"AADAT","protein_coding"
"ENSG00000157927.17","ENSG00000157927","turquoise",-0.333846417338402,-0.371383293795909,"RADIL","protein_coding"
"ENSG00000166736.11","ENSG00000166736","turquoise",-0.401669282434898,-0.479078513562537,"HTR3A","protein_coding"
"ENSG00000107014.9","ENSG00000107014","yellow",0.111050116556016,0.143108850540854,"RLN2","protein_coding"
"ENSG00000105755.8","ENSG00000105755","greenyellow",-0.166360571560456,-0.407588078606663,"ETHE1","protein_coding"
"ENSG00000110536.14","ENSG00000110536","pink",0.294277878113646,0.258152602824062,"PTPMT1","protein_coding"
"ENSG00000287446.1","ENSG00000287446","grey",0.255881468722784,0.200991778940223,"AC007731.5","lncRNA"
"ENSG00000196700.9","ENSG00000196700","black",-0.13636430212567,-0.242572226177946,"ZNF512B","protein_coding"
"ENSG00000124813.23","ENSG00000124813","turquoise",-0.164652613535053,-0.0746752317925404,"RUNX2","protein_coding"
"ENSG00000031081.11","ENSG00000031081","turquoise",-0.413827476060231,-0.276572453999351,"ARHGAP31","protein_coding"
"ENSG00000142733.17","ENSG00000142733","lightcyan",0.0139678448498525,-0.0719602234559844,"MAP3K6","protein_coding"
"ENSG00000140538.16","ENSG00000140538","turquoise",-0.458519225381142,-0.469662550085289,"NTRK3","protein_coding"
"ENSG00000245248.8","ENSG00000245248","yellow",0.0410408867380296,-0.0205216715574071,"USP2-AS1","lncRNA"
"ENSG00000166426.8","ENSG00000166426","turquoise",-0.224273078400294,-0.347196584445802,"CRABP1","protein_coding"
"ENSG00000174899.12","ENSG00000174899","grey",-0.142192309662122,-0.160522180676571,"SLC66A1L","transcribed_unitary_pseudogene"
"ENSG00000144369.13","ENSG00000144369","turquoise",-0.391501544374113,-0.238106689870102,"FAM171B","protein_coding"
"ENSG00000113448.19","ENSG00000113448","blue",-0.556991484961779,-0.361659755172993,"PDE4D","protein_coding"
"ENSG00000176890.16","ENSG00000176890","lightcyan",0.116654073894948,0.185514853539193,"TYMS","protein_coding"
"ENSG00000280409.1","ENSG00000280409","yellow",0.396551692985511,0.333422124459506,"LINC01101","TEC"
"ENSG00000225855.7","ENSG00000225855","brown",0.200147345063833,0.291330367740564,"RUSC1-AS1","lncRNA"
"ENSG00000184922.14","ENSG00000184922","blue",-0.183731293702846,-0.190525068264068,"FMNL1","protein_coding"
"ENSG00000181773.7","ENSG00000181773","red",0.393620845901401,0.444158474110149,"GPR3","protein_coding"
"ENSG00000111885.7","ENSG00000111885","blue",-0.598609162077187,-0.425505751886788,"MAN1A1","protein_coding"
"ENSG00000238042.5","ENSG00000238042","magenta",0.195878175453026,0.31163797933567,"LINC02257","lncRNA"
"ENSG00000169902.15","ENSG00000169902","magenta",-0.172632648382115,-0.120441767156437,"TPST1","protein_coding"
"ENSG00000226539.1","ENSG00000226539","grey",0.273670568791406,0.213018459095662,"MLXP1","processed_pseudogene"
"ENSG00000205571.14","ENSG00000205571","grey",-0.0313721776454498,0.0508529247098216,"SMN2","protein_coding"
"ENSG00000124191.18","ENSG00000124191","blue",-0.229824901981433,-0.272436917466174,"TOX2","protein_coding"
"ENSG00000285684.1","ENSG00000285684","brown",0.0775124059262012,0.148955587885503,"AL137781.1","lncRNA"
"ENSG00000241106.8","ENSG00000241106","blue",-0.284862693773278,-0.231477026157483,"HLA-DOB","protein_coding"
"ENSG00000075035.10","ENSG00000075035","turquoise",-0.453948777133224,-0.488009806543252,"WSCD2","protein_coding"
"ENSG00000241127.8","ENSG00000241127","yellow",0.264624945727679,0.284903493564309,"YAE1","protein_coding"
"ENSG00000148288.13","ENSG00000148288","black",0.0468565377772898,-0.0748424559785383,"GBGT1","protein_coding"
"ENSG00000167332.9","ENSG00000167332","turquoise",-0.241674224439198,-0.302995358845193,"OR51E2","protein_coding"
"ENSG00000125965.9","ENSG00000125965","turquoise",-0.094430479684219,-0.140874972854785,"GDF5","protein_coding"
"ENSG00000248663.6","ENSG00000248663","lightyellow",-0.225792370508328,-0.244126422150228,"LINC00992","lncRNA"
"ENSG00000133640.20","ENSG00000133640","turquoise",-0.194368969424242,-0.10192043745288,"LRRIQ1","protein_coding"
"ENSG00000107485.18","ENSG00000107485","blue",-0.1239766717397,-0.102904265854904,"GATA3","protein_coding"
"ENSG00000260265.1","ENSG00000260265","lightyellow",0.0587569827782903,0.0205797390710882,"LINC02562","lncRNA"
"ENSG00000006118.15","ENSG00000006118","royalblue",0.631262960483473,0.54506666923054,"TMEM132A","protein_coding"
"ENSG00000163898.10","ENSG00000163898","green",-0.338521118074891,-0.38951408863309,"LIPH","protein_coding"
"ENSG00000184979.10","ENSG00000184979","darkgreen",-0.0187570166502194,0.0152383129702334,"USP18","protein_coding"
"ENSG00000117643.14","ENSG00000117643","turquoise",-0.38618968562198,-0.348866130155244,"MAN1C1","protein_coding"
"ENSG00000253661.2","ENSG00000253661","turquoise",-0.149522753712998,-0.0611729082819199,"ZFHX4-AS1","lncRNA"
"ENSG00000061337.15","ENSG00000061337","magenta",0.264440456142272,0.324785429183693,"LZTS1","protein_coding"
"ENSG00000174567.8","ENSG00000174567","red",0.45348192690868,0.303038678624719,"GOLT1A","protein_coding"
"ENSG00000277496.1","ENSG00000277496","lightyellow",-0.0767191346530941,-0.155029127812641,"AL357033.4","lncRNA"
"ENSG00000215559.8","ENSG00000215559","brown",-0.30377351573259,-0.210868375987947,"ANKRD20A11P","transcribed_unprocessed_pseudogene"
"ENSG00000214652.6","ENSG00000214652","turquoise",-0.449313105646729,-0.409743973319437,"ZNF727","protein_coding"
"ENSG00000260284.1","ENSG00000260284","grey",0.366853961204003,0.230560583578609,"TPSP2","unprocessed_pseudogene"
"ENSG00000169783.13","ENSG00000169783","black",0.166965543789981,0.0828289153284526,"LINGO1","protein_coding"
"ENSG00000188343.13","ENSG00000188343","yellow",0.189024967525209,0.328004800130869,"CIBAR1","protein_coding"
"ENSG00000106992.19","ENSG00000106992","greenyellow",0.00386977436219166,-0.158393279181928,"AK1","protein_coding"
"ENSG00000147251.15","ENSG00000147251","turquoise",-0.0709171769090485,0.0473243727526628,"DOCK11","protein_coding"
"ENSG00000260912.1","ENSG00000260912","grey",-0.199932251224329,-0.111979525012753,"AL158206.1","lncRNA"
"ENSG00000008277.14","ENSG00000008277","turquoise",-0.37057312198403,-0.164111919335804,"ADAM22","protein_coding"
"ENSG00000262714.1","ENSG00000262714","lightgreen",-0.045120023563578,0.123079716783673,"AC007342.5","lncRNA"
"ENSG00000232006.9","ENSG00000232006","brown",-0.0777737827699657,0.0151767355346854,"AC005537.1","lncRNA"
"ENSG00000175868.14","ENSG00000175868","grey",0.00143120444124307,-0.0455126682319204,"CALCB","protein_coding"
"ENSG00000156466.10","ENSG00000156466","turquoise",-0.254398488946585,-0.26118033685403,"GDF6","protein_coding"
"ENSG00000183317.17","ENSG00000183317","greenyellow",-0.318318955976371,-0.404242673325663,"EPHA10","protein_coding"
"ENSG00000173267.14","ENSG00000173267","black",-0.212576288457268,-0.449458965510744,"SNCG","protein_coding"
"ENSG00000145911.6","ENSG00000145911","black",0.066339357830847,-0.0153379244159482,"N4BP3","protein_coding"
"ENSG00000168268.11","ENSG00000168268","red",0.457660185118754,0.372420478943059,"NT5DC2","protein_coding"
"ENSG00000211747.3","ENSG00000211747","blue",-0.137136041587863,-0.139538412613455,"TRBV20-1","TR_V_gene"
"ENSG00000260757.1","ENSG00000260757","brown",0.113339884193102,0.204405369639457,"AC093520.1","lncRNA"
"ENSG00000224945.1","ENSG00000224945","brown",0.318351621561029,0.34770935239019,"AL353150.1","lncRNA"
"ENSG00000175040.6","ENSG00000175040","blue",-0.24635979934939,-0.211347679336977,"CHST2","protein_coding"
"ENSG00000171747.9","ENSG00000171747","greenyellow",-0.286002595966594,-0.482680717184611,"LGALS4","protein_coding"
"ENSG00000235576.1","ENSG00000235576","blue",-0.358719506504254,-0.32153287522682,"LINC01871","lncRNA"
"ENSG00000188015.10","ENSG00000188015","black",0.371108541361218,0.242540209087157,"S100A3","protein_coding"
"ENSG00000143786.8","ENSG00000143786","magenta",0.327387035645409,0.292662569456807,"CNIH3","protein_coding"
"ENSG00000115602.17","ENSG00000115602","blue",-0.33480412855298,-0.229151844949028,"IL1RL1","protein_coding"
"ENSG00000183386.10","ENSG00000183386","black",0.26240430760793,0.116184680748009,"FHL3","protein_coding"
"ENSG00000279407.1","ENSG00000279407","brown",0.120090140893866,0.228558877396989,"AC007191.1","TEC"
"ENSG00000161281.11","ENSG00000161281","black",-0.159410948526169,-0.365203582274056,"COX7A1","protein_coding"
"ENSG00000270069.1","ENSG00000270069","brown",0.0804066656070912,0.199518476605914,"MIR222HG","lncRNA"
"ENSG00000087303.18","ENSG00000087303","magenta",0.0533239373305303,0.126674304403513,"NID2","protein_coding"
"ENSG00000183128.7","ENSG00000183128","grey",0.239724769653532,0.100140158294891,"CALHM3","protein_coding"
"ENSG00000228037.1","ENSG00000228037","greenyellow",-0.258201487318024,-0.268495644529473,"AL139246.3","lncRNA"
"ENSG00000137094.15","ENSG00000137094","turquoise",-0.394501818880204,-0.441839060136888,"DNAJB5","protein_coding"
"ENSG00000204967.12","ENSG00000204967","grey",-0.0751877115103175,-0.0924703722775177,"PCDHA4","protein_coding"
"ENSG00000260196.1","ENSG00000260196","grey",0.339933862372872,0.304984249892206,"AC124798.1","lncRNA"
"ENSG00000196074.13","ENSG00000196074","brown",-0.03161361650539,0.0779553260031891,"SYCP2","protein_coding"
"ENSG00000250067.12","ENSG00000250067","grey60",0.02858361004807,0.0317563945037817,"YJEFN3","protein_coding"
"ENSG00000259663.2","ENSG00000259663","midnightblue",-0.167114459902685,-0.139048324246928,"AC010478.1","lncRNA"
"ENSG00000048342.17","ENSG00000048342","turquoise",-0.278549167990703,-0.192860063384855,"CC2D2A","protein_coding"
"ENSG00000136274.9","ENSG00000136274","turquoise",-0.312444679329856,-0.480555507768099,"NACAD","protein_coding"
"ENSG00000260197.1","ENSG00000260197","grey",-0.0831180042236957,-0.0537606916011666,"AC010889.1","lncRNA"
"ENSG00000186193.9","ENSG00000186193","red",0.572901261343813,0.484157129726628,"SAPCD2","protein_coding"
"ENSG00000064651.14","ENSG00000064651","lightgreen",0.172762193738035,0.354335115863556,"SLC12A2","protein_coding"
"ENSG00000072041.17","ENSG00000072041","turquoise",-0.369652833587179,-0.377526997274519,"SLC6A15","protein_coding"
"ENSG00000181790.11","ENSG00000181790","turquoise",-0.171643899771397,-0.306979182075911,"ADGRB1","protein_coding"
"ENSG00000163638.13","ENSG00000163638","turquoise",0.0422098243161711,0.186616238030527,"ADAMTS9","protein_coding"
"ENSG00000158286.13","ENSG00000158286","grey60",0.11575903647537,0.119530288092076,"RNF207","protein_coding"
"ENSG00000204764.14","ENSG00000204764","brown",0.104098259270484,0.2442769755111,"RANBP17","protein_coding"
"ENSG00000147724.12","ENSG00000147724","green",-0.713094266630459,-0.749582303599038,"FAM135B","protein_coding"
"ENSG00000243896.4","ENSG00000243896","grey",-0.313790913000863,-0.26194246244916,"OR2A7","protein_coding"
"ENSG00000185989.11","ENSG00000185989","midnightblue",-0.00636071199415621,-0.0470197878915059,"RASA3","protein_coding"
"ENSG00000248994.2","ENSG00000248994","turquoise",-0.307367731317761,-0.261364283211561,"AC124852.1","lncRNA"
"ENSG00000213293.4","ENSG00000213293","pink",0.326423713563667,0.222388494869074,"AC012618.1","processed_pseudogene"
"ENSG00000109181.12","ENSG00000109181","grey",-0.251877918635484,-0.177372778452187,"UGT2B10","protein_coding"
"ENSG00000149970.16","ENSG00000149970","turquoise",-0.506998848496559,-0.441687351292127,"CNKSR2","protein_coding"
"ENSG00000068650.18","ENSG00000068650","royalblue",0.604712983341588,0.520455063616502,"ATP11A","protein_coding"
"ENSG00000179588.9","ENSG00000179588","red",0.440233865381062,0.236190737826341,"ZFPM1","protein_coding"
"ENSG00000121690.11","ENSG00000121690","grey",-0.0599978476529157,-0.0861150098675004,"DEPDC7","protein_coding"
"ENSG00000197461.13","ENSG00000197461","grey",-0.102799393095841,-0.18444386007676,"PDGFA","protein_coding"
"ENSG00000256969.2","ENSG00000256969","grey",0.152178480257312,0.128431507620676,"AC084375.1","lncRNA"
"ENSG00000125726.11","ENSG00000125726","black",0.159336537146175,0.114176583945591,"CD70","protein_coding"
"ENSG00000091831.24","ENSG00000091831","turquoise",-0.460491543264091,-0.298775755633291,"ESR1","protein_coding"
"ENSG00000187889.13","ENSG00000187889","grey",-0.236377046176125,-0.19894491038501,"FYB2","protein_coding"
"ENSG00000258501.1","ENSG00000258501","pink",0.16502247897416,0.108004562499084,"EIF3LP1","processed_pseudogene"
"ENSG00000183625.15","ENSG00000183625","blue",-0.156872232904746,-0.143425485028707,"CCR3","protein_coding"
"ENSG00000204442.4","ENSG00000204442","turquoise",-0.163109991969945,-0.0804552107615868,"FAM155A","protein_coding"
"ENSG00000275212.3","ENSG00000275212","grey",-0.236578872331817,-0.142198417060361,"LINC02826","lncRNA"
"ENSG00000244274.8","ENSG00000244274","pink",0.125876199116128,-0.0205274534787611,"DBNDD2","protein_coding"
"ENSG00000237991.3","ENSG00000237991","darkred",-0.103255865309558,-0.133624229046787,"RPL35P1","processed_pseudogene"
"ENSG00000233016.7","ENSG00000233016","red",0.491856291958049,0.331954281908263,"SNHG7","lncRNA"
"ENSG00000237009.2","ENSG00000237009","grey",-0.0650103323866109,-0.0828669442250609,"GLIS3-AS1","lncRNA"
"ENSG00000169291.10","ENSG00000169291","turquoise",-0.569721088951869,-0.495238938555356,"SHE","protein_coding"
"ENSG00000253844.1","ENSG00000253844","yellow",0.401771293442072,0.271697452573402,"AC064807.2","lncRNA"
"ENSG00000078725.13","ENSG00000078725","lightyellow",-0.0756711787770257,-0.0391902706068263,"BRINP1","protein_coding"
"ENSG00000105388.16","ENSG00000105388","salmon",0.0217607870255246,-0.113450496158191,"CEACAM5","protein_coding"
"ENSG00000287929.1","ENSG00000287929","pink",0.385927684804818,0.232220026856462,"AL354953.1","lncRNA"
"ENSG00000258088.1","ENSG00000258088","lightgreen",0.169704148680547,0.234855113888168,"AC078820.1","lncRNA"
"ENSG00000088280.19","ENSG00000088280","green",-0.552592975915031,-0.559382805207084,"ASAP3","protein_coding"
"ENSG00000118946.12","ENSG00000118946","magenta",0.00276883122201174,0.215168903412913,"PCDH17","protein_coding"
"ENSG00000137691.13","ENSG00000137691","grey",0.0851240266012446,0.0779065926400726,"CFAP300","protein_coding"
"ENSG00000130755.13","ENSG00000130755","blue",-0.316183271825863,-0.312999161171006,"GMFG","protein_coding"
"ENSG00000004777.18","ENSG00000004777","grey60",0.314979146155462,0.238073553297127,"ARHGAP33","protein_coding"
"ENSG00000174370.11","ENSG00000174370","midnightblue",0.0208082947193319,0.0933036637352414,"C11orf45","protein_coding"
"ENSG00000133962.8","ENSG00000133962","grey",-0.0884596377407082,0.0308603570112169,"CATSPERB","protein_coding"
"ENSG00000225101.6","ENSG00000225101","grey",0.1585230829342,0.187785373731016,"OR52K3P","transcribed_unprocessed_pseudogene"
"ENSG00000033170.17","ENSG00000033170","lightcyan",0.0187288303133555,0.212106691318663,"FUT8","protein_coding"
"ENSG00000214212.9","ENSG00000214212","blue",-0.210974288137282,-0.20182743237975,"C19orf38","protein_coding"
"ENSG00000138778.13","ENSG00000138778","lightgreen",0.0267733769073507,0.326529106899312,"CENPE","protein_coding"
"ENSG00000269001.2","ENSG00000269001","tan",-0.154689840438535,-0.0911064555992884,"AC092070.2","transcribed_unprocessed_pseudogene"
"ENSG00000237423.3","ENSG00000237423","midnightblue",0.0133917936872919,0.0792056381164158,"LINC01522","lncRNA"
"ENSG00000154102.11","ENSG00000154102","grey",0.0754523574611347,-0.0957032874651852,"C16orf74","protein_coding"
"ENSG00000158022.7","ENSG00000158022","turquoise",-0.215063714480869,-0.270825891109338,"TRIM63","protein_coding"
"ENSG00000143869.7","ENSG00000143869","turquoise",-0.314620177706571,-0.285747721957796,"GDF7","protein_coding"
"ENSG00000135898.10","ENSG00000135898","green",-0.263196949965062,-0.331098536907464,"GPR55","protein_coding"
"ENSG00000115526.11","ENSG00000115526","black",-0.107191287969603,-0.143997504393853,"CHST10","protein_coding"
"ENSG00000144395.18","ENSG00000144395","lightgreen",0.240560379079165,0.412581403901411,"CCDC150","protein_coding"
"ENSG00000204528.3","ENSG00000204528","brown",-0.048263346554072,-0.00854842147997128,"PSORS1C3","lncRNA"
"ENSG00000160951.4","ENSG00000160951","pink",0.14712366603835,-0.0178547434184877,"PTGER1","protein_coding"
"ENSG00000175287.19","ENSG00000175287","turquoise",-0.274909816846125,-0.378927427107917,"PHYHD1","protein_coding"
"ENSG00000197903.8","ENSG00000197903","grey",-0.126599157786051,-0.0871742690777758,"H2BC12","protein_coding"
"ENSG00000106952.7","ENSG00000106952","blue",-0.454212962554784,-0.287806088062699,"TNFSF8","protein_coding"
"ENSG00000088826.18","ENSG00000088826","royalblue",0.722378981636567,0.523465029168603,"SMOX","protein_coding"
"ENSG00000117154.12","ENSG00000117154","black",-0.0500033277517546,-0.143749571019884,"IGSF21","protein_coding"
"ENSG00000101276.18","ENSG00000101276","greenyellow",0.0267141399879154,-0.188928804367145,"SLC52A3","protein_coding"
"ENSG00000259495.3","ENSG00000259495","midnightblue",-0.300844352971982,-0.278359137525424,"AC016705.2","lncRNA"
"ENSG00000125841.13","ENSG00000125841","black",0.0270872882615787,-0.124065078605959,"NRSN2","protein_coding"
"ENSG00000180914.10","ENSG00000180914","brown",0.365720411002111,0.450872943044288,"OXTR","protein_coding"
"ENSG00000138316.11","ENSG00000138316","black",0.289059802524332,0.254327520242028,"ADAMTS14","protein_coding"
"ENSG00000231752.6","ENSG00000231752","turquoise",-0.159458593495177,-0.0861831030970583,"EMBP1","transcribed_unprocessed_pseudogene"
"ENSG00000279281.1","ENSG00000279281","brown",-0.0139422842881599,0.124633998779345,"AC015883.1","TEC"
"ENSG00000262539.1","ENSG00000262539","grey",0.0067195442247434,-0.0630304041052517,"AC005829.2","processed_pseudogene"
"ENSG00000064652.11","ENSG00000064652","blue",-0.520073111589387,-0.440019485432576,"SNX24","protein_coding"
"ENSG00000255867.1","ENSG00000255867","grey",-0.0400542645614065,0.0899097023220646,"DENND5B-AS1","lncRNA"
"ENSG00000270403.1","ENSG00000270403","green",-0.520414173985863,-0.618853766517365,"AP001554.1","lncRNA"
"ENSG00000182310.15","ENSG00000182310","brown",0.118606374633377,0.0811637350965738,"SPACA6","protein_coding"
"ENSG00000148604.15","ENSG00000148604","yellow",0.232187677813707,0.12539446371687,"RGR","protein_coding"
"ENSG00000251584.2","ENSG00000251584","grey",-0.345247211483622,-0.293947859685871,"AC096751.2","lncRNA"
"ENSG00000105523.3","ENSG00000105523","greenyellow",-0.0762725935994112,-0.291133525905512,"FAM83E","protein_coding"
"ENSG00000213606.3","ENSG00000213606","green",-0.265581960840845,-0.330452463990086,"AKR1B10P1","processed_pseudogene"
"ENSG00000125744.12","ENSG00000125744","black",0.18882539744603,0.0253653603714172,"RTN2","protein_coding"
"ENSG00000271216.2","ENSG00000271216","magenta",0.151848649427473,0.298254316814118,"LINC01050","lncRNA"
"ENSG00000127578.7","ENSG00000127578","grey60",0.116257969103946,-0.0207511872538844,"WFIKKN1","protein_coding"
"ENSG00000257512.1","ENSG00000257512","lightyellow",-0.0473685219145309,-0.158877425453591,"AC124947.2","transcribed_processed_pseudogene"
"ENSG00000146674.15","ENSG00000146674","black",0.167772699569684,0.165183217599462,"IGFBP3","protein_coding"
"ENSG00000144792.9","ENSG00000144792","tan",-0.287343219142145,-0.206361148954574,"ZNF660","protein_coding"
"ENSG00000121871.4","ENSG00000121871","turquoise",-0.558851745606471,-0.606798721445709,"SLITRK3","protein_coding"
"ENSG00000167984.18","ENSG00000167984","blue",-0.418899797934286,-0.269634758588867,"NLRC3","protein_coding"
"ENSG00000006015.18","ENSG00000006015","red",0.462174634720405,0.213007080602741,"REX1BD","protein_coding"
"ENSG00000078804.13","ENSG00000078804","green",-0.540622042635555,-0.629678313976197,"TP53INP2","protein_coding"
"ENSG00000167705.12","ENSG00000167705","greenyellow",-0.291272168328478,-0.445402751479158,"RILP","protein_coding"
"ENSG00000035664.11","ENSG00000035664","salmon",-0.0989044068288392,-0.201363070237168,"DAPK2","protein_coding"
"ENSG00000227939.1","ENSG00000227939","pink",0.235323132963132,0.123097796822307,"RPL3P2","processed_pseudogene"
"ENSG00000134201.12","ENSG00000134201","turquoise",-0.561194116437734,-0.652681457769722,"GSTM5","protein_coding"
"ENSG00000084444.14","ENSG00000084444","midnightblue",-0.0310647506998672,-0.023370328388057,"FAM234B","protein_coding"
"ENSG00000136574.18","ENSG00000136574","lightcyan",0.0807934113673049,0.0983259042506628,"GATA4","protein_coding"
"ENSG00000233760.2","ENSG00000233760","turquoise",-0.510414914096617,-0.60457474832052,"AC004947.1","lncRNA"
"ENSG00000226421.1","ENSG00000226421","pink",0.174761348503595,0.131385164697497,"SLC25A5P5","processed_pseudogene"
"ENSG00000241399.7","ENSG00000241399","turquoise",-0.499412085724592,-0.333498196252226,"CD302","protein_coding"
"ENSG00000039537.14","ENSG00000039537","turquoise",-0.374512487726802,-0.376597913371336,"C6","protein_coding"
"ENSG00000139971.15","ENSG00000139971","magenta",-0.0897774281339019,0.0199928989491311,"ARMH4","protein_coding"
"ENSG00000138172.11","ENSG00000138172","black",-0.107152905141492,-0.209756437387304,"CALHM2","protein_coding"
"ENSG00000111728.10","ENSG00000111728","turquoise",-0.507969848458373,-0.38825832792585,"ST8SIA1","protein_coding"
"ENSG00000281404.2","ENSG00000281404","brown",-0.00364031906024873,0.0483837931607727,"LINC01176","lncRNA"
"ENSG00000224721.1","ENSG00000224721","green",-0.714225008293883,-0.739267104859,"AC007182.1","lncRNA"
"ENSG00000267640.6","ENSG00000267640","tan",-0.32011305193685,-0.302714837600709,"AC016582.3","transcribed_unprocessed_pseudogene"
"ENSG00000100744.15","ENSG00000100744","cyan",-0.406983517907733,-0.329565546215629,"GSKIP","protein_coding"
"ENSG00000163288.14","ENSG00000163288","grey",0.0713124000831016,0.118055692360979,"GABRB1","protein_coding"
"ENSG00000280241.4","ENSG00000280241","turquoise",-0.140116031566164,-0.0484633864346148,"AC079298.3","lncRNA"
"ENSG00000167664.8","ENSG00000167664","purple",-0.315639138897835,-0.38239736783041,"TMIGD2","protein_coding"
"ENSG00000197774.13","ENSG00000197774","grey60",0.382096644141425,0.267994012557353,"EME2","protein_coding"
"ENSG00000150782.12","ENSG00000150782","green",-0.306218612495111,-0.292823721667071,"IL18","protein_coding"
"ENSG00000197753.11","ENSG00000197753","brown",0.087223207413287,0.272489193235894,"LHFPL5","protein_coding"
"ENSG00000253348.1","ENSG00000253348","lightcyan",0.0926684738097715,0.112419335072466,"AC008514.1","lncRNA"
"ENSG00000196628.20","ENSG00000196628","turquoise",-0.385730333813988,-0.211305496797389,"TCF4","protein_coding"
"ENSG00000078081.8","ENSG00000078081","blue",-0.00907778402765406,0.136513605403216,"LAMP3","protein_coding"
"ENSG00000069424.15","ENSG00000069424","black",0.242077928330704,0.144008251789886,"KCNAB2","protein_coding"
"ENSG00000213003.3","ENSG00000213003","brown",-0.00249015291413049,0.149616751035167,"BTF3P12","processed_pseudogene"
"ENSG00000253676.1","ENSG00000253676","pink",0.247551845011291,0.214092030207235,"TAGLN2P1","processed_pseudogene"
"ENSG00000267060.7","ENSG00000267060","grey",0.0392827963644023,0.0322380812176742,"PTGES3L","protein_coding"
"ENSG00000136490.9","ENSG00000136490","blue",-0.108027478175332,-0.174331069861307,"LIMD2","protein_coding"
"ENSG00000167600.14","ENSG00000167600","red",0.441199235995937,0.296590980147933,"CYP2S1","protein_coding"
"ENSG00000241468.8","ENSG00000241468","pink",0.334988206222192,0.191313578699849,"ATP5MF","protein_coding"
"ENSG00000204710.2","ENSG00000204710","red",0.346120760339704,0.273254044810428,"SPDYC","protein_coding"
"ENSG00000165949.12","ENSG00000165949","darkgreen",0.112482939801086,-0.0748274298894036,"IFI27","protein_coding"
"ENSG00000184986.11","ENSG00000184986","black",0.140377433509235,-0.0368291406316863,"TMEM121","protein_coding"
"ENSG00000198914.5","ENSG00000198914","turquoise",-0.345624192999845,-0.393998353074437,"POU3F3","protein_coding"
"ENSG00000118707.11","ENSG00000118707","yellow",0.53468988592305,0.520381383859577,"TGIF2","protein_coding"
"ENSG00000145850.9","ENSG00000145850","purple",-0.336015721933222,-0.278463928921013,"TIMD4","protein_coding"
"ENSG00000177989.13","ENSG00000177989","darkgreen",0.198355594248099,0.11263039060823,"ODF3B","protein_coding"
"ENSG00000177181.15","ENSG00000177181","green",-0.42386777430698,-0.422734222984545,"RIMKLA","protein_coding"
"ENSG00000272347.1","ENSG00000272347","yellow",0.449556970445411,0.230047528827337,"AC116351.2","lncRNA"
"ENSG00000160179.19","ENSG00000160179","greenyellow",-0.139802425936661,-0.268921017220581,"ABCG1","protein_coding"
"ENSG00000266573.6","ENSG00000266573","green",-0.397828859307879,-0.38786459891431,"AC018697.1","lncRNA"
"ENSG00000151692.15","ENSG00000151692","turquoise",-0.391684976906039,-0.250053825937902,"RNF144A","protein_coding"
"ENSG00000281103.2","ENSG00000281103","blue",-0.524017052154097,-0.33665647825549,"TRG-AS1","lncRNA"
