"GeneID","ensembl_clean","Module","MM","GS_Tumor","gene_name","gene_type"
"ENSG00000129824.16","ENSG00000129824","grey",0.0675649080864918,-5.79124886348999e-05,"RPS4Y1","protein_coding"
"ENSG00000016490.16","ENSG00000016490","green",-0.381916992498844,-0.407485230345324,"CLCA1","protein_coding"
"ENSG00000067048.17","ENSG00000067048","grey",0.0121206859188014,-0.00187535390724488,"DDX3Y","protein_coding"
"ENSG00000012817.16","ENSG00000012817","grey",0.00629602882034074,-0.0170415989053161,"KDM5D","protein_coding"
"ENSG00000131002.12","ENSG00000131002","grey",0.000955890281206887,0.00110527043642399,"TXLNGY","transcribed_unprocessed_pseudogene"
"ENSG00000115386.6","ENSG00000115386","lightcyan",0.205813060976055,0.213901803262942,"REG1A","protein_coding"
"ENSG00000174992.8","ENSG00000174992","green",-0.421314519432214,-0.541881667274896,"ZG16","protein_coding"
"ENSG00000198692.10","ENSG00000198692","grey",0.0124946750633402,-0.0102320160210107,"EIF1AY","protein_coding"
"ENSG00000179914.5","ENSG00000179914","cyan",-0.338407469661137,-0.370839607832558,"ITLN1","protein_coding"
"ENSG00000114374.13","ENSG00000114374","grey",-0.0287518916848215,-0.0196916704772707,"USP9Y","protein_coding"
"ENSG00000229807.12","ENSG00000229807","grey",-0.0494385162370967,-0.00450543247172415,"XIST","lncRNA"
"ENSG00000197888.2","ENSG00000197888","green",-0.37256270667366,-0.378493702703447,"UGT2B17","protein_coding"
"ENSG00000211890.4","ENSG00000211890","purple",-0.353792195730853,-0.452833560928608,"IGHA2","IG_C_gene"
"ENSG00000183878.15","ENSG00000183878","grey",-0.00946358599427958,-0.0262312200529999,"UTY","protein_coding"
"ENSG00000170835.16","ENSG00000170835","yellow",0.404168093422287,0.303368081439293,"CEL","protein_coding"
"ENSG00000172016.16","ENSG00000172016","lightcyan",0.236848950440177,0.210713225158784,"REG3A","protein_coding"
"ENSG00000016602.9","ENSG00000016602","green",-0.521731797416498,-0.601767932142435,"CLCA4","protein_coding"
"ENSG00000099725.14","ENSG00000099725","grey",0.0121367768064498,0.0102020538420268,"PRKY","protein_coding"
"ENSG00000167434.10","ENSG00000167434","green",-0.467969228792665,-0.587727092016971,"CA4","protein_coding"
"ENSG00000108244.17","ENSG00000108244","yellow",0.556034797181483,0.420416353480587,"KRT23","protein_coding"
"ENSG00000134193.15","ENSG00000134193","cyan",0.0360131209877223,0.042822248821555,"REG4","protein_coding"
"ENSG00000172023.8","ENSG00000172023","lightcyan",0.170373379016321,0.167046989139717,"REG1B","protein_coding"
"ENSG00000091138.13","ENSG00000091138","green",-0.426475949248029,-0.512003283315934,"SLC26A3","protein_coding"
"ENSG00000067646.12","ENSG00000067646","grey",-0.0376737594420038,-0.0351623748802301,"ZFY","protein_coding"
"ENSG00000167080.9","ENSG00000167080","green",-0.57532956193603,-0.546678893544979,"B4GALNT2","protein_coding"
"ENSG00000185269.12","ENSG00000185269","yellow",0.57991391877576,0.422106658763218,"NOTUM","protein_coding"
"ENSG00000164816.8","ENSG00000164816","grey",0.10564001378313,0.0480605853663172,"DEFA5","protein_coding"
"ENSG00000247627.2","ENSG00000247627","darkturquoise",0.00129308324037803,-0.0339351317747512,"MTND4P12","processed_pseudogene"
"ENSG00000102837.7","ENSG00000102837","greenyellow",0.0470868741774101,-0.0336061012595495,"OLFM4","protein_coding"
"ENSG00000198488.10","ENSG00000198488","cyan",-0.350862147814184,-0.394711021191849,"B3GNT6","protein_coding"
"ENSG00000100604.13","ENSG00000100604","green",-0.510224762274892,-0.613588282163896,"CHGA","protein_coding"
"ENSG00000140274.14","ENSG00000140274","greenyellow",0.206988547036134,0.134920162590267,"DUOXA2","protein_coding"
"ENSG00000168243.11","ENSG00000168243","yellow",0.204432734636618,0.108293482858199,"GNG4","protein_coding"
"ENSG00000122711.9","ENSG00000122711","cyan",-0.028219131480341,-0.0782165907403045,"SPINK4","protein_coding"
"ENSG00000133742.14","ENSG00000133742","green",-0.612591454520924,-0.678181838522323,"CA1","protein_coding"
"ENSG00000073067.14","ENSG00000073067","yellow",0.37749226199603,0.233581471036414,"CYP2W1","protein_coding"
"ENSG00000164398.15","ENSG00000164398","yellow",0.203503600634528,0.268621286657447,"ACSL6","protein_coding"
"ENSG00000240563.2","ENSG00000240563","cyan",-0.182992466387854,-0.10780897019235,"L1TD1","protein_coding"
"ENSG00000138308.6","ENSG00000138308","lightyellow",-0.0808637297424922,-0.175365089160117,"PLA2G12B","protein_coding"
"ENSG00000183463.6","ENSG00000183463","salmon",-0.191731472006728,-0.284012967697478,"URAD","protein_coding"
"ENSG00000129654.8","ENSG00000129654","grey",0.0206021134759897,-0.0326832022411058,"FOXJ1","protein_coding"
"ENSG00000184368.16","ENSG00000184368","yellow",0.0651468294909391,0.0290307043603163,"MAP7D2","protein_coding"
"ENSG00000071203.9","ENSG00000071203","green",-0.501256271055434,-0.605145219315089,"MS4A12","protein_coding"
"ENSG00000275395.6","ENSG00000275395","cyan",-0.347679599035485,-0.386326436517791,"FCGBP","protein_coding"
"ENSG00000137634.10","ENSG00000137634","green",-0.416455148137956,-0.42982517033622,"NXPE4","protein_coding"
"ENSG00000183844.17","ENSG00000183844","yellow",0.173518943935257,0.117462183366338,"FAM3B","protein_coding"
"ENSG00000211638.2","ENSG00000211638","purple",-0.317684416469381,-0.343864867200529,"IGLV8-61","IG_V_gene"
"ENSG00000211935.3","ENSG00000211935","purple",-0.291993165606635,-0.268251838475898,"IGHV1-3","IG_V_gene"
"ENSG00000132465.12","ENSG00000132465","purple",-0.501739913569636,-0.479795752751,"JCHAIN","protein_coding"
"ENSG00000213058.3","ENSG00000213058","pink",0.140745596192458,0.073655167929758,"AL365357.1","processed_pseudogene"
"ENSG00000275216.2","ENSG00000275216","grey",0.266715048823827,0.367890892073405,"AL161431.1","lncRNA"
"ENSG00000211934.3","ENSG00000211934","purple",-0.362201210188636,-0.364359100722202,"IGHV1-2","IG_V_gene"
"ENSG00000103375.11","ENSG00000103375","green",-0.565470696628457,-0.666272540007872,"AQP8","protein_coding"
"ENSG00000165376.11","ENSG00000165376","royalblue",0.592331906561669,0.495454029984895,"CLDN2","protein_coding"
"ENSG00000187908.20","ENSG00000187908","greenyellow",0.00680123842521639,-0.0891009045964236,"DMBT1","protein_coding"
"ENSG00000169876.14","ENSG00000169876","grey",-0.000279178507194873,-0.0219243329995733,"MUC17","protein_coding"
"ENSG00000134184.13","ENSG00000134184","grey",-0.147380683189166,-0.182168341450131,"GSTM1","protein_coding"
"ENSG00000196188.12","ENSG00000196188","lightcyan",-0.0813950936701653,-0.121086617405191,"CTSE","protein_coding"
"ENSG00000211895.5","ENSG00000211895","purple",-0.320356712309223,-0.397529321062284,"IGHA1","IG_C_gene"
"ENSG00000019102.12","ENSG00000019102","green",-0.300832404467798,-0.4283247633213,"VSIG2","protein_coding"
"ENSG00000124882.4","ENSG00000124882","yellow",0.201863246537565,0.224310823440741,"EREG","protein_coding"
"ENSG00000134827.8","ENSG00000134827","lightcyan",0.352579180025721,0.342158719761752,"TCN1","protein_coding"
"ENSG00000198842.10","ENSG00000198842","grey",0.271164784317505,0.244355444149303,"STYXL2","protein_coding"
"ENSG00000198788.9","ENSG00000198788","cyan",-0.186607988733135,-0.211531917614455,"MUC2","protein_coding"
"ENSG00000123500.10","ENSG00000123500","magenta",0.390520545570197,0.482983029501943,"COL10A1","protein_coding"
"ENSG00000107159.13","ENSG00000107159","lightcyan",0.412039311087729,0.386356419052653,"CA9","protein_coding"
"ENSG00000090402.8","ENSG00000090402","green",-0.442028660923463,-0.41956175475629,"SI","protein_coding"
"ENSG00000135220.11","ENSG00000135220","green",-0.467912330459888,-0.507245587041202,"UGT2A3","protein_coding"
"ENSG00000197273.4","ENSG00000197273","green",-0.461045424097059,-0.637266044956419,"GUCA2A","protein_coding"
"ENSG00000164822.5","ENSG00000164822","yellow",0.189065035085545,0.115971081960227,"DEFA6","protein_coding"
"ENSG00000211966.2","ENSG00000211966","purple",-0.379350972194256,-0.369071793841736,"IGHV5-51","IG_V_gene"
"ENSG00000175084.12","ENSG00000175084","turquoise",-0.313353361126679,-0.428848958045099,"DES","protein_coding"
"ENSG00000237643.2","ENSG00000237643","yellow",0.25771968219415,0.191241394383597,"AL365226.1","lncRNA"
"ENSG00000211669.3","ENSG00000211669","purple",-0.318003388041105,-0.35151953509174,"IGLV3-10","IG_V_gene"
"ENSG00000259823.6","ENSG00000259823","green",-0.367491372418095,-0.487965794809428,"LYPD8","protein_coding"
"ENSG00000170561.13","ENSG00000170561","grey",0.102527111372277,0.100425825519308,"IRX2","protein_coding"
"ENSG00000165246.14","ENSG00000165246","turquoise",-0.0874803585597592,-0.0713179422586449,"NLGN4Y","protein_coding"
"ENSG00000211653.2","ENSG00000211653","purple",-0.318177820694099,-0.339923846727775,"IGLV1-40","IG_V_gene"
"ENSG00000163735.7","ENSG00000163735","magenta",0.19139371019436,0.322200938008325,"CXCL5","protein_coding"
"ENSG00000117983.17","ENSG00000117983","cyan",-0.0832770295202439,-0.134272995473247,"MUC5B","protein_coding"
"ENSG00000282651.2","ENSG00000282651","purple",-0.267787180003206,-0.260961092446101,"IGHV5-10-1","IG_V_gene"
"ENSG00000188175.10","ENSG00000188175","cyan",-0.424887588646225,-0.428485738462389,"HEPACAM2","protein_coding"
"ENSG00000211637.2","ENSG00000211637","purple",-0.352468755554515,-0.391278814492264,"IGLV4-69","IG_V_gene"
"ENSG00000211663.2","ENSG00000211663","purple",-0.370704820876844,-0.335544976789107,"IGLV3-19","IG_V_gene"
"ENSG00000188257.12","ENSG00000188257","darkgreen",-0.139508921372471,-0.163211431471123,"PLA2G2A","protein_coding"
"ENSG00000248144.6","ENSG00000248144","green",-0.501785778948966,-0.546823817155403,"ADH1C","protein_coding"
"ENSG00000007306.15","ENSG00000007306","green",-0.463542723664417,-0.505718771504965,"CEACAM7","protein_coding"
"ENSG00000145423.5","ENSG00000145423","magenta",-0.212628536216696,-0.265296007260435,"SFRP2","protein_coding"
"ENSG00000230316.7","ENSG00000230316","lightgreen",0.363644667059616,0.416038946222437,"FEZF1-AS1","lncRNA"
"ENSG00000211659.2","ENSG00000211659","purple",-0.310058235997375,-0.294979264633177,"IGLV3-25","IG_V_gene"
"ENSG00000211673.2","ENSG00000211673","purple",-0.348414365421299,-0.323618919566469,"IGLV3-1","IG_V_gene"
"ENSG00000184709.7","ENSG00000184709","cyan",-0.0513670471294113,-0.149995307849041,"LRRC26","protein_coding"
"ENSG00000118785.14","ENSG00000118785","magenta",0.230156110744919,0.327052614279544,"SPP1","protein_coding"
"ENSG00000211959.2","ENSG00000211959","purple",-0.3375132778457,-0.325586551268221,"IGHV4-39","IG_V_gene"
"ENSG00000130054.5","ENSG00000130054","tan",0.0301405906308307,-0.00680807410886443,"FAM155B","protein_coding"
"ENSG00000240382.3","ENSG00000240382","purple",-0.388304624784825,-0.404272061988671,"IGKV1-17","IG_V_gene"
"ENSG00000211962.2","ENSG00000211962","purple",-0.359964579046483,-0.355671882267428,"IGHV1-46","IG_V_gene"
"ENSG00000170373.8","ENSG00000170373","royalblue",0.575919477249859,0.509501400083999,"CST1","protein_coding"
"ENSG00000007216.15","ENSG00000007216","salmon",-0.243840318839371,-0.364911191240662,"SLC13A2","protein_coding"
"ENSG00000105664.11","ENSG00000105664","magenta",0.416811116168047,0.392775019652237,"COMP","protein_coding"
"ENSG00000211662.2","ENSG00000211662","purple",-0.26394198292968,-0.251937766126703,"IGLV3-21","IG_V_gene"
"ENSG00000154269.15","ENSG00000154269","lightyellow",-0.16231948409967,-0.23725224237453,"ENPP3","protein_coding"
"ENSG00000278196.3","ENSG00000278196","purple",-0.357415817032532,-0.378048300811734,"IGLV2-8","IG_V_gene"
"ENSG00000167755.15","ENSG00000167755","royalblue",0.647517188637866,0.465395343388111,"KLK6","protein_coding"
"ENSG00000243709.1","ENSG00000243709","salmon",-0.00922577093168371,-0.13807548802871,"LEFTY1","protein_coding"
"ENSG00000211660.3","ENSG00000211660","purple",-0.363267844029873,-0.363901178555732,"IGLV2-23","IG_V_gene"
"ENSG00000101144.13","ENSG00000101144","yellow",0.350437262577678,0.241623353534186,"BMP7","protein_coding"
"ENSG00000144908.14","ENSG00000144908","cyan",-0.200756318098827,-0.207413074027532,"ALDH1L1","protein_coding"
"ENSG00000211937.3","ENSG00000211937","purple",-0.388088887447889,-0.379650236136065,"IGHV2-5","IG_V_gene"
"ENSG00000080493.18","ENSG00000080493","green",-0.659572892395672,-0.615722874518894,"SLC4A4","protein_coding"
"ENSG00000150893.11","ENSG00000150893","lightyellow",0.0539007643258251,-0.0120341942254593,"FREM2","protein_coding"
"ENSG00000211947.2","ENSG00000211947","purple",-0.431534831466533,-0.386345991130833,"IGHV3-21","IG_V_gene"
"ENSG00000129451.12","ENSG00000129451","lightcyan",0.519702103943187,0.387123897986946,"KLK10","protein_coding"
"ENSG00000211651.3","ENSG00000211651","purple",-0.401446620458921,-0.400367788584223,"IGLV1-44","IG_V_gene"
"ENSG00000039987.7","ENSG00000039987","green",-0.513527426746015,-0.549675727638427,"BEST2","protein_coding"
"ENSG00000166415.15","ENSG00000166415","grey",0.140938422448305,0.239751045187927,"WDR72","protein_coding"
"ENSG00000211973.2","ENSG00000211973","purple",-0.314149018571535,-0.281071064090098,"IGHV1-69","IG_V_gene"
"ENSG00000211943.2","ENSG00000211943","purple",-0.381648452030101,-0.383209481059622,"IGHV3-15","IG_V_gene"
"ENSG00000241755.1","ENSG00000241755","purple",-0.382775038799606,-0.37263687494731,"IGKV1-9","IG_V_gene"
"ENSG00000211945.2","ENSG00000211945","purple",-0.366359748547434,-0.343115361484864,"IGHV1-18","IG_V_gene"
"ENSG00000140279.13","ENSG00000140279","greenyellow",0.0919443745861992,0.0335758637310188,"DUOX2","protein_coding"
"ENSG00000122121.11","ENSG00000122121","salmon",-0.113627223733417,-0.278447926081123,"XPNPEP2","protein_coding"
"ENSG00000211668.2","ENSG00000211668","purple",-0.35323055200847,-0.369387589389536,"IGLV2-11","IG_V_gene"
"ENSG00000131730.16","ENSG00000131730","yellow",0.125697309722899,0.157054762384141,"CKMT2","protein_coding"
"ENSG00000224373.3","ENSG00000224373","purple",-0.379170015535852,-0.378342940257876,"IGHV4-59","IG_V_gene"
"ENSG00000109182.12","ENSG00000109182","green",-0.538019913930037,-0.579887492650015,"CWH43","protein_coding"
"ENSG00000241351.3","ENSG00000241351","purple",-0.377653340588178,-0.354233071240974,"IGKV3-11","IG_V_gene"
"ENSG00000215182.8","ENSG00000215182","lightcyan",0.174257666738397,0.225500746510876,"MUC5AC","protein_coding"
"ENSG00000211649.3","ENSG00000211649","purple",-0.406226087965166,-0.428568377933282,"IGLV7-46","IG_V_gene"
"ENSG00000243238.1","ENSG00000243238","purple",-0.476700870705853,-0.454451177390657,"IGKV2-30","IG_V_gene"
"ENSG00000286403.1","ENSG00000286403","grey",0.242265181932522,0.298593147000901,"AC010378.1","lncRNA"
"ENSG00000211648.2","ENSG00000211648","purple",-0.352851701445414,-0.36140794028337,"IGLV1-47","IG_V_gene"
"ENSG00000104059.4","ENSG00000104059","green",-0.305147960058069,-0.414068471245687,"FAM189A1","protein_coding"
"ENSG00000182272.12","ENSG00000182272","red",0.221047618950442,0.123178891636202,"B4GALNT4","protein_coding"
"ENSG00000171004.18","ENSG00000171004","lightgreen",0.164932354853516,0.271860058327329,"HS6ST2","protein_coding"
"ENSG00000106483.12","ENSG00000106483","magenta",0.24385144528714,0.251611902156574,"SFRP4","protein_coding"
"ENSG00000211941.3","ENSG00000211941","purple",-0.420283686841927,-0.401729043323051,"IGHV3-11","IG_V_gene"
"ENSG00000134240.12","ENSG00000134240","salmon",-0.27422074738552,-0.354674858756811,"HMGCS2","protein_coding"
"ENSG00000130720.13","ENSG00000130720","grey",0.140556948878012,0.069154885662834,"FIBCD1","protein_coding"
"ENSG00000102854.16","ENSG00000102854","red",0.323923952135363,0.183885028153278,"MSLN","protein_coding"
"ENSG00000211964.3","ENSG00000211964","purple",-0.388985614881337,-0.382967323654907,"IGHV3-48","IG_V_gene"
"ENSG00000211640.4","ENSG00000211640","purple",-0.319019480805449,-0.326172862165176,"IGLV6-57","IG_V_gene"
"ENSG00000211598.2","ENSG00000211598","purple",-0.349273544451545,-0.34563688535587,"IGKV4-1","IG_V_gene"
"ENSG00000276775.1","ENSG00000276775","purple",-0.328663223474286,-0.30838590948287,"IGHV4-4","IG_V_gene"
"ENSG00000227097.5","ENSG00000227097","darkred",-0.0265077580705841,-0.0861960771513933,"RPS28P7","processed_pseudogene"
"ENSG00000015413.9","ENSG00000015413","yellow",0.537154472429194,0.470884412071617,"DPEP1","protein_coding"
"ENSG00000243466.1","ENSG00000243466","purple",-0.328755664830727,-0.324892285385464,"IGKV1-5","IG_V_gene"
"ENSG00000163515.6","ENSG00000163515","cyan",-0.275066079304689,-0.313370971131861,"RETNLB","protein_coding"
"ENSG00000179603.18","ENSG00000179603","lightyellow",0.159618668401483,0.137063408587604,"GRM8","protein_coding"
"ENSG00000211679.2","ENSG00000211679","purple",-0.34322358702271,-0.33307865831063,"IGLC3","IG_C_gene"
"ENSG00000185479.6","ENSG00000185479","grey",0.546635201092664,0.370657816929408,"KRT6B","protein_coding"
"ENSG00000211976.2","ENSG00000211976","purple",-0.387072417083275,-0.38274790154088,"IGHV3-73","IG_V_gene"
"ENSG00000211938.2","ENSG00000211938","purple",-0.422441406800482,-0.410943845249302,"IGHV3-7","IG_V_gene"
"ENSG00000140807.7","ENSG00000140807","yellow",0.461228806626079,0.311308251582725,"NKD1","protein_coding"
"ENSG00000211956.2","ENSG00000211956","purple",-0.364225687671388,-0.33269677392554,"IGHV4-34","IG_V_gene"
"ENSG00000225698.3","ENSG00000225698","purple",-0.431694928692523,-0.465730876209739,"IGHV3-72","IG_V_gene"
"ENSG00000211896.7","ENSG00000211896","blue",0.0409557607754102,0.126861141601966,"IGHG1","IG_C_gene"
"ENSG00000211666.2","ENSG00000211666","purple",-0.355487917276734,-0.355958267873061,"IGLV2-14","IG_V_gene"
"ENSG00000205277.9","ENSG00000205277","salmon",-0.151321168159424,-0.265686984411355,"MUC12","protein_coding"
"ENSG00000137673.9","ENSG00000137673","royalblue",0.598719382059374,0.566548948742763,"MMP7","protein_coding"
"ENSG00000128610.12","ENSG00000128610","lightcyan",0.34890080783406,0.350297975331167,"FEZF1","protein_coding"
"ENSG00000231475.3","ENSG00000231475","purple",-0.335272889659842,-0.32619640151172,"IGHV4-31","IG_V_gene"
"ENSG00000165794.10","ENSG00000165794","lightyellow",-0.0622335875166163,-0.081331873248591,"SLC39A2","protein_coding"
"ENSG00000243290.3","ENSG00000243290","purple",-0.429727095180775,-0.413515956919969,"IGKV1-12","IG_V_gene"
"ENSG00000196616.14","ENSG00000196616","turquoise",-0.590385573503731,-0.62056205861782,"ADH1B","protein_coding"
"ENSG00000261115.6","ENSG00000261115","grey",-0.00149336655148115,0.055069101391577,"TMEM178B","protein_coding"
"ENSG00000211642.3","ENSG00000211642","purple",-0.378899319835579,-0.425103080125392,"IGLV10-54","IG_V_gene"
"ENSG00000239855.1","ENSG00000239855","purple",-0.354154755862448,-0.366353891844059,"IGKV1-6","IG_V_gene"
"ENSG00000088386.17","ENSG00000088386","salmon",-0.17090048249427,-0.304738566880912,"SLC15A1","protein_coding"
"ENSG00000166869.3","ENSG00000166869","green",-0.406219494860849,-0.51561139979004,"CHP2","protein_coding"
"ENSG00000043355.12","ENSG00000043355","lightcyan",0.185103662491633,0.268680031102999,"ZIC2","protein_coding"
"ENSG00000270550.1","ENSG00000270550","purple",-0.34668259046644,-0.323697364423035,"IGHV3-30","IG_V_gene"
"ENSG00000214039.9","ENSG00000214039","yellow",0.525144019930307,0.465065092003712,"LINC02418","lncRNA"
"ENSG00000146038.12","ENSG00000146038","grey",0.0593344223321,0.0994315713776135,"DCDC2","protein_coding"
"ENSG00000171759.10","ENSG00000171759","yellow",0.268155602547374,0.301011133632844,"PAH","protein_coding"
"ENSG00000211965.4","ENSG00000211965","purple",-0.418132575224759,-0.404331059648517,"IGHV3-49","IG_V_gene"
"ENSG00000182747.5","ENSG00000182747","yellow",0.312896558901862,0.286116560239193,"SLC35D3","protein_coding"
"ENSG00000240864.3","ENSG00000240864","purple",-0.407575244560309,-0.399154921233906,"IGKV1-16","IG_V_gene"
"ENSG00000244437.1","ENSG00000244437","purple",-0.347223830833437,-0.325977606977825,"IGKV3-15","IG_V_gene"
"ENSG00000163586.10","ENSG00000163586","salmon",-0.28827637519133,-0.40635400170493,"FABP1","protein_coding"
"ENSG00000224650.2","ENSG00000224650","purple",-0.44082350339045,-0.443010520700905,"IGHV3-74","IG_V_gene"
"ENSG00000211949.3","ENSG00000211949","purple",-0.392154548215292,-0.364275695847149,"IGHV3-23","IG_V_gene"
"ENSG00000280411.1","ENSG00000280411","purple",-0.347081356083322,-0.292933466159339,"IGHV1-69D","IG_V_gene"
"ENSG00000184292.7","ENSG00000184292","grey",0.403650339910386,0.357919064962689,"TACSTD2","protein_coding"
"ENSG00000211892.4","ENSG00000211892","purple",0.0391704664285151,0.0685202550583856,"IGHG4","IG_C_gene"
"ENSG00000149968.12","ENSG00000149968","magenta",0.389779977573169,0.459577820529573,"MMP3","protein_coding"
"ENSG00000111863.13","ENSG00000111863","green",-0.494565569063119,-0.518099665389363,"ADTRP","protein_coding"
"ENSG00000186493.13","ENSG00000186493","grey",0.139296946207554,0.133384151241045,"C5orf38","protein_coding"
"ENSG00000282639.1","ENSG00000282639","purple",-0.319996978168131,-0.320844554890478,"IGHV3-64D","IG_V_gene"
"ENSG00000168447.11","ENSG00000168447","green",-0.449071692290262,-0.593193096180705,"SCNN1B","protein_coding"
"ENSG00000128714.6","ENSG00000128714","grey",0.147956597531952,0.108782824929241,"HOXD13","protein_coding"
"ENSG00000211650.2","ENSG00000211650","purple",-0.418950001114745,-0.436224649902237,"IGLV5-45","IG_V_gene"
"ENSG00000211597.2","ENSG00000211597","purple",-0.0798185127385787,-0.135906698885014,"IGKJ1","IG_J_gene"
"ENSG00000184564.11","ENSG00000184564","cyan",-0.269210168103856,-0.257587976721315,"SLITRK6","protein_coding"
"ENSG00000077274.9","ENSG00000077274","turquoise",-0.000624838671716269,-0.162451910053483,"CAPN6","protein_coding"
"ENSG00000239951.1","ENSG00000239951","purple",-0.401981276094828,-0.380300493440844,"IGKV3-20","IG_V_gene"
"ENSG00000253755.1","ENSG00000253755","blue",-0.0615650673618082,0.00957683212096125,"IGHGP","IG_C_pseudogene"
"ENSG00000198732.11","ENSG00000198732","grey",0.0915496066256407,-0.0218257822101861,"SMOC1","protein_coding"
"ENSG00000170827.9","ENSG00000170827","yellow",0.277897652890509,0.14728293209371,"CELP","transcribed_unprocessed_pseudogene"
"ENSG00000135960.10","ENSG00000135960","yellow",0.396805794768851,0.228094980175699,"EDAR","protein_coding"
"ENSG00000173237.4","ENSG00000173237","green",-0.39858638298119,-0.5678229586103,"C11orf86","protein_coding"
"ENSG00000211955.2","ENSG00000211955","purple",-0.383048294520195,-0.34149303644708,"IGHV3-33","IG_V_gene"
"ENSG00000177984.7","ENSG00000177984","grey",0.00259465521323743,-0.0217334600690974,"LCN15","protein_coding"
"ENSG00000211950.2","ENSG00000211950","purple",-0.292838184702368,-0.259078130743111,"IGHV1-24","IG_V_gene"
"ENSG00000211897.9","ENSG00000211897","purple",0.042021532472731,0.100009797470427,"IGHG3","IG_C_gene"
"ENSG00000214814.7","ENSG00000214814","cyan",-0.470313075879027,-0.432880340227268,"FER1L6","protein_coding"
"ENSG00000211899.10","ENSG00000211899","purple",-0.297377540238764,-0.340016180098465,"IGHM","IG_C_gene"
"ENSG00000286619.1","ENSG00000286619","grey",-0.0215553563339117,0.0149416053282515,"AC119673.2","lncRNA"
"ENSG00000211970.3","ENSG00000211970","purple",-0.24486683471028,-0.291815300470692,"IGHV4-61","IG_V_gene"
"ENSG00000244575.3","ENSG00000244575","purple",-0.390808592504303,-0.419997890052822,"IGKV1-27","IG_V_gene"
"ENSG00000211933.2","ENSG00000211933","purple",-0.384775718148085,-0.408972204490039,"IGHV6-1","IG_V_gene"
"ENSG00000211677.2","ENSG00000211677","purple",-0.285063488119933,-0.306397681645748,"IGLC2","IG_C_gene"
"ENSG00000189223.15","ENSG00000189223","grey",-0.0560268388807825,-0.03291346240499,"PAX8-AS1","lncRNA"
"ENSG00000101938.15","ENSG00000101938","turquoise",-0.44874482814036,-0.498865326606162,"CHRDL1","protein_coding"
"ENSG00000133134.12","ENSG00000133134","tan",-0.125951531221785,-0.200294602711437,"BEX2","protein_coding"
"ENSG00000073737.17","ENSG00000073737","green",-0.446044108236283,-0.523750508439027,"DHRS9","protein_coding"
"ENSG00000108576.10","ENSG00000108576","lightyellow",-0.0469105387624093,-0.0399975781132613,"SLC6A4","protein_coding"
"ENSG00000125207.7","ENSG00000125207","lightgreen",0.299798591121402,0.313343444044844,"PIWIL1","protein_coding"
"ENSG00000111700.13","ENSG00000111700","lightgreen",0.257618261833907,0.304822801416599,"SLCO1B3","protein_coding"
"ENSG00000204936.10","ENSG00000204936","green",-0.571577965289343,-0.653544729013244,"CD177","protein_coding"
"ENSG00000237039.1","ENSG00000237039","darkred",-0.163172328403515,-0.199616260075385,"RPS28P4","processed_pseudogene"
"ENSG00000198074.10","ENSG00000198074","green",-0.429039720273666,-0.494445503435341,"AKR1B10","protein_coding"
"ENSG00000104267.10","ENSG00000104267","green",-0.552786608462112,-0.635683605597138,"CA2","protein_coding"
"ENSG00000066230.12","ENSG00000066230","green",-0.267527512813192,-0.441929982091367,"SLC9A3","protein_coding"
"ENSG00000145113.22","ENSG00000145113","cyan",-0.296013104573453,-0.277374893934264,"MUC4","protein_coding"
"ENSG00000196611.5","ENSG00000196611","magenta",0.351066708849384,0.42928844315154,"MMP1","protein_coding"
"ENSG00000249550.7","ENSG00000249550","yellow",0.373126975353386,0.308857013974938,"LINC01234","lncRNA"
"ENSG00000166165.13","ENSG00000166165","salmon",-0.166306240702926,-0.316395844239504,"CKB","protein_coding"
"ENSG00000156966.7","ENSG00000156966","green",-0.328519851242404,-0.477558872800948,"B3GNT7","protein_coding"
"ENSG00000151834.16","ENSG00000151834","grey",-0.208611023021713,-0.188896559049977,"GABRA2","protein_coding"
"ENSG00000227063.5","ENSG00000227063","darkred",-0.201960823426507,-0.199029741959528,"RPL41P1","processed_pseudogene"
"ENSG00000260573.4","ENSG00000260573","yellow",0.412774249571062,0.303787465787472,"AC007493.1","lncRNA"
"ENSG00000172238.6","ENSG00000172238","cyan",-0.314724201202413,-0.313542901113326,"ATOH1","protein_coding"
"ENSG00000211652.2","ENSG00000211652","purple",-0.436169525201067,-0.471173430746794,"IGLV7-43","IG_V_gene"
"ENSG00000116176.6","ENSG00000116176","cyan",-0.326714669009311,-0.413682215256416,"TPSG1","protein_coding"
"ENSG00000019169.10","ENSG00000019169","magenta",-0.110148599551309,-0.136979317434808,"MARCO","protein_coding"
"ENSG00000241294.1","ENSG00000241294","purple",-0.376534610327924,-0.422541562166227,"IGKV2-24","IG_V_gene"
"ENSG00000275385.2","ENSG00000275385","blue",-0.0618270598990827,0.0285926563252741,"CCL18","protein_coding"
"ENSG00000136231.14","ENSG00000136231","lightgreen",0.0881171030973147,0.202820659586474,"IGF2BP3","protein_coding"
"ENSG00000106038.13","ENSG00000106038","yellow",0.353397655972684,0.245303595063491,"EVX1","protein_coding"
"ENSG00000168065.16","ENSG00000168065","yellow",0.323415218518578,0.272989541680737,"SLC22A11","protein_coding"
"ENSG00000213468.7","ENSG00000213468","brown",0.334909921745475,0.402178289073207,"FIRRE","lncRNA"
"ENSG00000243264.2","ENSG00000243264","purple",-0.3690738704435,-0.364804223537185,"IGKV2D-29","IG_V_gene"
