"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID","ensembl_clean","gene_name","gene_type","DEG_strict","DEG_loose","DEG_Group"
229.343947875965,-2.03968119580763,0.193588074442023,-10.5361923852313,5.88329012121703e-26,6.58300044846144e-25,"ENSG00000010319.7","ENSG00000010319","SEMA3G","protein_coding",TRUE,TRUE,"Down"
1633.60840980222,-1.55384325068151,0.174299386904071,-8.91479470054991,4.88720882334839e-19,3.31713820743554e-18,"ENSG00000010327.10","ENSG00000010327","STAB1","protein_coding",TRUE,TRUE,"Down"
147.922587029834,-1.50738408875611,0.185555878244696,-8.12361269831773,4.52508177919882e-16,2.46120813322024e-15,"ENSG00000010671.16","ENSG00000010671","BTK","protein_coding",TRUE,TRUE,"Down"
305.602659764199,3.09425482778205,0.227028521929222,13.6293660439137,2.67897359938272e-42,8.59910212529633e-41,"ENSG00000011201.12","ENSG00000011201","ANOS1","protein_coding",TRUE,TRUE,"Up"
23.9040714795939,1.57123031787447,0.20904971643845,7.5160605077266,5.6451434673867e-14,2.56949847369081e-13,"ENSG00000011332.19","ENSG00000011332","DPF1","protein_coding",TRUE,TRUE,"Up"
2263.11179888307,1.68784787213764,0.178733044136264,9.44340136035974,3.60870661917974e-21,2.88429464488018e-20,"ENSG00000011347.10","ENSG00000011347","SYT7","protein_coding",TRUE,TRUE,"Up"
1871.50702805314,2.10031132199412,0.115590111194772,18.1703374128177,8.86515127966472e-74,1.73343258021711e-71,"ENSG00000011426.11","ENSG00000011426","ANLN","protein_coding",TRUE,TRUE,"Up"
7234.72152011137,-1.74554547775576,0.204562464411897,-8.53306828686329,1.42516508205417e-17,8.76312198252593e-17,"ENSG00000011465.18","ENSG00000011465","DCN","protein_coding",TRUE,TRUE,"Down"
24.1343103667358,1.76408948107432,0.524147117424587,3.36563804784853,0.000763668436507071,0.00128717162518511,"ENSG00000011677.13","ENSG00000011677","GABRA3","protein_coding",TRUE,TRUE,"Up"
127.796568057778,-2.4198021483944,0.28086487225222,-8.61553860043199,6.96135632598305e-18,4.35112586129106e-17,"ENSG00000012124.17","ENSG00000012124","CD22","protein_coding",TRUE,TRUE,"Down"
87.6141644473726,-3.91861176474637,0.369797484652443,-10.5966425608041,3.08870387502779e-26,3.52668358752564e-25,"ENSG00000012504.15","ENSG00000012504","NR1H4","protein_coding",TRUE,TRUE,"Down"
10.963727251567,-3.52243358426579,0.451059859029735,-7.80923754076194,5.75349746846427e-15,2.85835410967702e-14,"ENSG00000013293.6","ENSG00000013293","SLC7A14","protein_coding",TRUE,TRUE,"Down"
45.9318662923348,-2.15869868779223,0.248988735584061,-8.6698648544421,4.32633574922984e-18,2.73105036373228e-17,"ENSG00000013297.12","ENSG00000013297","CLDN11","protein_coding",TRUE,TRUE,"Down"
8627.20588249751,5.23076561579115,0.302840179141176,17.2723633654724,7.59666796874635e-67,9.84796780213615e-65,"ENSG00000015413.9","ENSG00000015413","DPEP1","protein_coding",TRUE,TRUE,"Up"
198.975473265146,3.8812256801078,0.373968633631051,10.3784791853344,3.10684825156933e-25,3.32720617867744e-24,"ENSG00000015520.15","ENSG00000015520","NPC1L1","protein_coding",TRUE,TRUE,"Up"
5.86138439171752,-4.30586390986299,0.360518232155657,-11.9435399539069,7.01717989562953e-33,1.22782333386317e-31,"ENSG00000015592.16","ENSG00000015592","STMN4","protein_coding",TRUE,TRUE,"Down"
