"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID","ensembl_clean","gene_name","gene_type","DEG_strict","DEG_loose","DEG_Group"
328.1879266224,1.26048237951861,0.0936205387201895,13.4637377305198,2.5564975275322e-41,7.78024098391899e-40,"ENSG00000000460.17","ENSG00000000460","C1orf112","protein_coding",FALSE,TRUE,"Not significant"
865.546429350194,-1.22559458465741,0.186261305956968,-6.57997418390571,4.70529959781485e-11,1.64660924329795e-10,"ENSG00000000971.16","ENSG00000000971","CFH","protein_coding",FALSE,TRUE,"Not significant"
353.734748792111,-1.19408845675294,0.0849433786370975,-14.0574636412148,6.93266575246017e-45,2.649317088204e-43,"ENSG00000001460.18","ENSG00000001460","STPG1","protein_coding",FALSE,TRUE,"Not significant"
1405.32986243176,1.05595667046466,0.152863779620646,6.90782782608917,4.92130741310208e-12,1.88743963944144e-11,"ENSG00000001617.12","ENSG00000001617","SEMA3F","protein_coding",FALSE,TRUE,"Not significant"
9.87207958585471,2.3769194933123,0.232826937394487,10.2089539978143,1.80803378353223e-24,1.83572932482908e-23,"ENSG00000002079.14","ENSG00000002079","MYH16","transcribed_unitary_pseudogene",TRUE,TRUE,"Up"
8865.69670607842,-1.93163977868533,0.169320340894921,-11.4081968443714,3.80535910754764e-30,5.58754356066945e-29,"ENSG00000002726.21","ENSG00000002726","AOC1","protein_coding",TRUE,TRUE,"Down"
40.3435804212422,1.59846335801032,0.234727359377367,6.80987236532789,9.76853730319073e-12,3.64170574010275e-11,"ENSG00000002746.15","ENSG00000002746","HECW1","protein_coding",TRUE,TRUE,"Up"
102.075737096729,-1.31034928017589,0.210981853685356,-6.21072029317768,5.27422806858742e-10,1.68213249152284e-09,"ENSG00000003137.8","ENSG00000003137","CYP26B1","protein_coding",FALSE,TRUE,"Not significant"
797.512612062406,2.41470551457401,0.158405761266922,15.243798554177,1.81032332294209e-52,1.06459715412314e-50,"ENSG00000003249.15","ENSG00000003249","DBNDD1","protein_coding",TRUE,TRUE,"Up"
200.651965468352,-1.04836959259365,0.229433999338231,-4.56937330830443,4.89184768741899e-06,1.06034470334965e-05,"ENSG00000004468.13","ENSG00000004468","CD38","protein_coding",FALSE,TRUE,"Not significant"
184.793028466477,-2.96627876250452,0.311520037755986,-9.52195173020622,1.69956584610666e-21,1.38901473399675e-20,"ENSG00000004776.13","ENSG00000004776","HSPB6","protein_coding",TRUE,TRUE,"Down"
1025.34448879657,-3.33644394905715,0.196701113804337,-16.9619982547531,1.56916043828238e-64,1.77868504946173e-62,"ENSG00000004799.8","ENSG00000004799","PDK4","protein_coding",TRUE,TRUE,"Down"
17.7365273630121,1.11256346544381,0.229026431421833,4.85779505246113,1.18700178571808e-06,2.73781676005988e-06,"ENSG00000004838.14","ENSG00000004838","ZMYND10","protein_coding",FALSE,TRUE,"Not significant"
8.83415193869794,-3.07914369204534,0.433570424702763,-7.10183055995174,1.23115119856627e-12,4.97978481695551e-12,"ENSG00000004846.16","ENSG00000004846","ABCB5","protein_coding",TRUE,TRUE,"Down"
806.910272426704,4.04423580684726,0.187799231750225,21.5348900480388,7.33684781725762e-103,3.375525434983e-100,"ENSG00000005001.10","ENSG00000005001","PRSS22","protein_coding",TRUE,TRUE,"Up"
70.997786648602,-1.42347258842378,0.206946340291137,-6.87846224495301,6.05020799803742e-12,2.29898106017733e-11,"ENSG00000005102.14","ENSG00000005102","MEOX1","protein_coding",FALSE,TRUE,"Not significant"
284.296587767811,-1.83379214614152,0.206586130447921,-8.87664695672204,6.89060749444503e-19,4.6168250785168e-18,"ENSG00000005249.13","ENSG00000005249","PRKAR2B","protein_coding",TRUE,TRUE,"Down"
668.808856954539,1.18172083840232,0.260125574709086,4.54288602619682,5.5489256162523e-06,1.19735139470061e-05,"ENSG00000005379.17","ENSG00000005379","TSPOAP1","protein_coding",FALSE,TRUE,"Not significant"
392.624675178125,1.19715181392866,0.136625767802177,8.76226961565579,1.91357918562212e-18,1.24102327284239e-17,"ENSG00000005448.17","ENSG00000005448","WDR54","protein_coding",FALSE,TRUE,"Not significant"
505.69783654449,-1.37889606719413,0.113931601429224,-12.1028410897104,1.020182072947e-33,1.90282608582103e-32,"ENSG00000005469.12","ENSG00000005469","CROT","protein_coding",FALSE,TRUE,"Not significant"
419.994919400819,-1.11961670575359,0.185530334916416,-6.03468271783149,1.59275319298141e-09,4.84977432132311e-09,"ENSG00000005844.19","ENSG00000005844","ITGAL","protein_coding",FALSE,TRUE,"Not significant"
902.716785011185,-1.05331832362718,0.12653504268943,-8.32432108323122,8.48134266416824e-17,4.88958781995193e-16,"ENSG00000005882.12","ENSG00000005882","PDK2","protein_coding",FALSE,TRUE,"Not significant"
19.7056295962767,2.00358280761752,0.367587208989773,5.45063255362966,5.01909766428166e-08,1.32279127928457e-07,"ENSG00000005981.13","ENSG00000005981","ASB4","protein_coding",TRUE,TRUE,"Up"
1453.51834534877,1.14572890511282,0.158538775676197,7.22680555735389,4.94487296049715e-13,2.0782106241287e-12,"ENSG00000006015.18","ENSG00000006015","REX1BD","protein_coding",FALSE,TRUE,"Not significant"
34.5432119257466,-1.08632839504257,0.236792231409109,-4.58768595818379,4.48186152947146e-06,9.74538031021391e-06,"ENSG00000006016.11","ENSG00000006016","CRLF1","protein_coding",FALSE,TRUE,"Not significant"
16.4025063510436,-1.96855368845333,0.291502389789102,-6.75313053137419,1.44688655706693e-11,5.30050681889437e-11,"ENSG00000006071.15","ENSG00000006071","ABCC8","protein_coding",TRUE,TRUE,"Down"
1367.61687389719,2.59730894450098,0.151963507574118,17.0916622415693,1.71222803213817e-65,2.02907669424698e-63,"ENSG00000006118.15","ENSG00000006118","TMEM132A","protein_coding",TRUE,TRUE,"Up"
1895.27476125603,2.3921832730614,0.138532764109103,17.2679964082534,8.19381053142862e-67,1.04488896907305e-64,"ENSG00000006327.14","ENSG00000006327","TNFRSF12A","protein_coding",TRUE,TRUE,"Up"
29.4228594946215,3.79861033376515,0.438500089215541,8.66273560071723,4.60575797638608e-18,2.89886011689707e-17,"ENSG00000006377.11","ENSG00000006377","DLX6","protein_coding",TRUE,TRUE,"Up"
1212.92600186723,-1.7636595920181,0.119518562244975,-14.7563655292569,2.79966842266569e-49,1.38589493395417e-47,"ENSG00000006555.11","ENSG00000006555","TTC22","protein_coding",TRUE,TRUE,"Down"
30.01193101972,2.18575732947282,0.273119147004692,8.00294433196687,1.2147886843748e-15,6.39098692604714e-15,"ENSG00000006606.9","ENSG00000006606","CCL26","protein_coding",TRUE,TRUE,"Up"
1219.98404981791,1.23539565150208,0.100193886358738,12.3300502296001,6.24078106523748e-35,1.2537130729001e-33,"ENSG00000006625.18","ENSG00000006625","GGCT","protein_coding",FALSE,TRUE,"Not significant"
735.822653424395,1.12783051103948,0.105276264031087,10.7130559905359,8.83947639866342e-27,1.05017455300374e-25,"ENSG00000006634.8","ENSG00000006634","DBF4","protein_coding",FALSE,TRUE,"Not significant"
2368.44148662511,2.11552654694659,0.104871158662473,20.1726249040062,1.70352612896058e-90,5.62979395632831e-88,"ENSG00000006704.11","ENSG00000006704","GTF2IRD1","protein_coding",TRUE,TRUE,"Up"
624.66066143386,-2.26036232078119,0.170173531463518,-13.282690329934,2.91721571459246e-40,8.42974747871891e-39,"ENSG00000006740.17","ENSG00000006740","ARHGAP44","protein_coding",TRUE,TRUE,"Down"
